M,00000000,10101010,10101010,
M,00000001,01010101,01010101,
M,00000010,10101010,10101010,
M,00000011,01010101,01010101,
M,00000100,10101010,10101010,
M,00000101,01010101,01010101,
M,00000110,10101010,10101010,
M,00000111,01010101,01010101,
M,00001000,10101010,10101010,
M,00001001,01010101,01010101,
M,00001010,10101010,10101010,
M,00001011,01010101,01010101,
M,00001100,10101010,10101010,
M,00001101,01010101,01010101,
M,00001110,10101010,10101010,
M,00001111,01010101,01010101,
M,00010000,01000000,00000000,
M,00010001,01000001,00000001,
M,00010010,10111010,00000001,
M,00010011,01010010,00000001,
M,00010100,01000000,00000001,
M,00010101,01000001,00000010,
M,00010110,10111010,00000001,
M,00010111,01010010,00000010,
M,00011000,01000000,00000010,
M,00011001,01000001,00000011,
M,00011010,10111010,00000001,
M,00011011,01010010,00000011,
M,00011100,01000000,00000011,
M,00011101,01000001,00000100,
M,00011110,10111010,00000001,
M,00011111,01010010,00000100,
M,00100000,01000000,00000100,
M,00100001,01000001,00000101,
M,00100010,10111010,00000001,
M,00100011,01010010,00000101,
M,00100100,01000000,00000101,
M,00100101,01000001,00000110,
M,00100110,10111010,00000001,
M,00100111,01010010,00000110,
M,00101000,01000000,00000110,
M,00101001,01000001,00000111,
M,00101010,10111010,00000001,
M,00101011,01010010,00000111,
M,00101100,01000000,00000111,
M,00101101,01000001,00001000,
M,00101110,10111010,00000001,
M,00101111,01010010,00001000,
M,00110000,01000000,00001000,
M,00110001,01000001,00001001,
M,00110010,10111010,00000001,
M,00110011,01010010,00001001,
M,00110100,01000000,00001001,
M,00110101,01000001,00001010,
M,00110110,10111010,00000001,
M,00110111,01010010,00001010,
M,00111000,01000000,00001010,
M,00111001,01000001,00001011,
M,00111010,10111010,00000001,
M,00111011,01010010,00001011,
M,00111100,01000000,00001011,
M,00111101,01000001,00001100,
M,00111110,10111010,00000001,
M,00111111,01010010,00001100,
M,01000000,01000000,00001100,
M,01000001,01000001,00001101,
M,01000010,10111010,00000001,
M,01000011,01010010,00001101,
M,01000100,01000000,00001101,
M,01000101,01000001,00001110,
M,01000110,10111010,00000001,
M,01000111,01010010,00001110,
M,01001000,01000000,00001110,
M,01001001,01000001,00001111,
M,01001010,10111010,00000001,
M,01001011,01010010,00001111,
M,01001100,01000000,00001111,
M,01001101,01000001,00000001,
M,01001110,10111010,00000001,
M,01001111,01010010,00000001,
M,01010000,00100000,00100000,
P,00010000,
